ATCOCode,Easting,Northing,Lon,Lat,CommonName,Identifier,Direction,Street,Landmark,NatGazID,NatGazLocality,StopType,"Stop type, name",Icon colour
1290BOA05342,414588,91574,-1.7947,50.7236,St Catherines Road,,N,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05343,414663,91795,-1.79363,50.72558,Belle Vue Crescent,,N,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05711,412621,93894,-1.82249,50.74451,Littledown Centre,,NE,Chaseside,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05736,408424,90803,-1.88205,50.71678,Kerley Road,opp,W,Priory Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOA05737,408455,90801,-1.88161,50.71677,Beacon Road,,E,Priory Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOA05738,407690,91420,-1.89243,50.72234,Midland Hotel,,N,Queens Road,,N0073122,West Cliff (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05784,408396,91109,-1.88244,50.71954,Terrace Road,,E,Terrace Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOA05819,408683,91150,-1.87837,50.7199,Gervis Place,Stand P,SE,Gervis Place,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOA05821,411542,91845,-1.83785,50.7261,Hawkwood Road Car Park,,W,Hawkwood Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05841,411675,92010,-1.83596,50.72758,Ashley Road,,E,Christchurch Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05842,409668,91384,-1.86441,50.72199,Lansdowne (unilinx),,W,Christchurch Road,,N0077769,Lansdowne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05874,408610,93478,-1.87935,50.74084,Winton Banks,,N,Wimborne Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05875,409019,91445,-1.8736,50.72255,Horseshoe Common,,E,Old Christchurch Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOA05876,408889,91300,-1.87545,50.72125,Burlington Arcade,,NE,St Peters Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOA05882,408598,93309,-1.87952,50.73932,Winton Banks,,S,Wimborne Road,,E0035402,Winton (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05900,412743,94034,-1.82076,50.74576,The Royal Bournemouth Hospital,,NE,Castle Lane,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05917,409562,91452,-1.86591,50.7226,Lansdowne,,NE,Holdenhurst Road,,N0077769,Lansdowne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05936,408073,91116,-1.88701,50.7196,Poole Hill,,W,Poole Hill,,N0073122,West Cliff (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA05968,410449,94692,-1.85325,50.75172,Bournemouth School For Girls,,NW,Castle Gate Close,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA56550,409578,91710,-1.86568,50.72492,Purbeck House,opposite,NE,Oxford Road,,N0077769,Lansdowne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA56551,409528,91605,-1.86639,50.72398,Purbeck House,outside,SW,Oxford Road,,N0077769,Lansdowne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA56561,408048,96865,-1.88724,50.7713,Kinson Park Road,,NW,New Road,,E0035382,Northbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA56562,408189,94861,-1.88529,50.75328,Redhill Drive,opp 189,SW,Redhill Drive,,E0035386,Redhill (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA56563,408631,95717,-1.879,50.76097,Pine Vale Crescent,,SW,Redhill Drive,,E0035386,Redhill (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA56568,412209,93262,-1.82835,50.73883,Avonbourne School,,SW,School Grounds,Avonbourne School,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA56569,409437,91719,-1.86767,50.72501,Cranborne House,,N,Lansdowne Road,Cranborne House,N0077769,Lansdowne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA56570,409464,91670,-1.86729,50.72456,Cranborne House,,S,Lansdowne Road,Cranborne House,N0077769,Lansdowne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA90806,413034,93904,-1.81664,50.74459,Tesco,,E,Riverside Avenue,,E0035378,Littledown (Bournemouth),BCT,Bus/coach stop,small_red
1290BOA90807,407877,90989,-1.88979,50.71846,Durley Chine Road,,NW,Durley Chine Road,,N0073122,West Cliff (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20205,414838,91959,-1.79115,50.72705,Brightlands Avenue,,SE,Broadway,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20206,415107,91751,-1.78734,50.72517,Nugent Road,,NW,Broadway,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20207,415161,91728,-1.78658,50.72497,Nugent Road,,SE,Broadway,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20208,415385,91560,-1.78341,50.72345,Kingsley Avenue,,SE,Broadway,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20209,415377,91547,-1.78353,50.72333,Kingsley Avenue,,NW,Broadway,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20210,415526,91455,-1.78142,50.7225,Broadway Shops,,SE,Broadway,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20211,415501,91456,-1.78177,50.72251,Broadway Shops,,NW,Broadway,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20213,415746,91223,-1.77831,50.72041,St Nicholas Church,,N,Southbourne Coast Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20214,415725,91219,-1.77861,50.72037,St Nicholas Church,,NE,Southbourne Coast Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20215,415394,91041,-1.78331,50.71878,Point House Cafe,,E,Southbourne Coast Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20216,415293,91033,-1.78474,50.71871,Point House Cafe,,NW,Dalmeny Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20217,415355,91159,-1.78385,50.71984,Hengistbury Road,,NE,Harbour Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20218,415381,91174,-1.78349,50.71998,Hengistbury Road,,SW,Harbour Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20219,415449,91288,-1.78252,50.721,Baring Road,,NE,Harbour Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20220,415480,91312,-1.78208,50.72122,Baring Road,,SW,Harbour Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20222,414793,91947,-1.79178,50.72695,Broadway,,SW,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20223,414664,91766,-1.79362,50.72532,Belle Vue Crescent,,SW,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20224,414598,91553,-1.79456,50.72341,Twynham Road,,S,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20225,414518,91524,-1.7957,50.72315,Twynham Road,,N,Foxholes Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20226,414491,91667,-1.79607,50.72443,Guild Hill Road,,N,Foxholes Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20227,414604,91828,-1.79447,50.72588,Southlea Avenue,,E,Foxholes Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20228,414503,91398,-1.79591,50.72202,Church Road,,SW,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20229,414398,91371,-1.7974,50.72178,Belle Vue Mansions,,E,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20230,414411,91226,-1.79722,50.72047,Car Park,,E,St Catherine's Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20232,414733,91152,-1.79267,50.7198,Warren Edge Close,,E,Southbourne Coast Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20233,414759,91131,-1.7923,50.71961,Warren Edge Close,,W,Southbourne Coast Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20234,415052,91108,-1.78815,50.71939,Stevenson Road,,E,Southbourne Coast Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20235,415077,91088,-1.7878,50.71921,Stevenson Road,,NW,Southbourne Coast Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20236,415220,91093,-1.78577,50.71925,Dalmeny Road,,E,Dalmeny Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20237,415168,91150,-1.7865,50.71977,Dalmeny Road,,W,Dalmeny Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20238,415003,91267,-1.78884,50.72082,Willdown Road,,NW,Church Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20240,414995,91296,-1.78895,50.72109,Willdown Road,,NW,Church Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20241,414788,91329,-1.79188,50.72139,St Catherines Road,,E,Church Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20242,414734,91329,-1.79264,50.72139,St Catherines Road,,W,Church Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20244,414560,91401,-1.79511,50.72204,Church Road,,E,Church Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20245,414255,91247,-1.79943,50.72066,Southbourne Cross Roads,,W,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20246,413881,91321,-1.80473,50.72134,Marine Road,,W,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20247,413841,91338,-1.8053,50.72149,Marine Road,,S,Marine Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20248,413675,91314,-1.80765,50.72128,Grange Hotel,,E,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20249,413654,91302,-1.80795,50.72117,Grange Hotel,opposite,W,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20250,413466,91344,-1.81061,50.72155,Stourwood Avenue,,W,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20251,413435,91360,-1.81105,50.7217,Stourwood Avenuee,,E,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20252,413270,91338,-1.81338,50.72151,Southwood Avenue,,W,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20253,413239,91356,-1.81382,50.72167,Southwood Avenue,,E,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20254,413067,91370,-1.81626,50.7218,Fishermans Walk,East Cliff,E,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20255,413034,91364,-1.81673,50.72174,Fishermans Walk,East Cliff,W,Southbourne Overcliff Drive,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20256,412620,91373,-1.82259,50.72183,Ravine Road,,W,Boscombe Overcliff Drive,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20257,412652,91393,-1.82214,50.72201,Ravine Road,,E,Boscombe Overcliff Drive,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20258,412403,91384,-1.82567,50.72194,Woodland Bowling Club,opposite,W,Boscombe Overcliff Drive,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20259,412340,91399,-1.82656,50.72207,Woodland Bowling Club,,E,Boscombe Overcliff Drive,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20260,412032,91353,-1.83092,50.72167,Shelley Park,,W,Boscombe Overcliff Drive,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20261,412000,91365,-1.83137,50.72178,Shelley Park,,E,Boscombe Overcliff Drive,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20262,411674,91381,-1.83599,50.72193,Wollstonecraft Road,,E,Boscombe Cliff Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20263,411644,91365,-1.83642,50.72178,Wollstonecraft Road,,W,Boscombe Cliff Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20264,411451,91413,-1.83915,50.72222,Michelgrove Road,,E,Boscombe Cliff Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20265,411411,91389,-1.83972,50.722,San Remo Towers,Opp,S,Michelgrove Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20266,411162,91182,-1.84325,50.72015,Boscombe Pier,,S,Sea Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20267,411138,91195,-1.84359,50.72026,Boscombe Pier,,NE,Pier Approach,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20268,411264,91391,-1.8418,50.72202,Marina Court,,NE,Sea Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20269,411324,91426,-1.84095,50.72234,San Remo Towers,,SW,Sea Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20271,411343,91542,-1.84068,50.72338,Percy Road,,N,Sea Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20272,411354,91550,-1.84052,50.72345,Percy Road,,S,Sea Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20273,411526,91851,-1.83807,50.72616,Sainsburys Supermarket,,E,Hawkwood Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20297,414324,91351,-1.79845,50.7216,Southbourne Cross Roads,,NW,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20298,414276,91377,-1.79913,50.72183,Southbourne Cross Roads,,E,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20299,414049,91408,-1.80235,50.72212,Avoncliffe Road,,W,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20300,414013,91425,-1.80286,50.72227,Avoncliffe Road,,SE,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20301,413754,91546,-1.80652,50.72336,Clifton Road,,N,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20302,413742,91628,-1.80669,50.7241,Tuckton Corner,,S,Belle Vue Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20303,413662,91713,-1.80782,50.72487,Tuckton Corner,,W,Southbourne Road,,E0035387,Southbourne (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20310,411524,92055,-1.8381,50.72799,Boscombe Bus Station,Bay C,NW,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20312,411530,92075,-1.83801,50.72817,Boscombe Bus Station,Bay A,W,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20313,411537,92071,-1.83791,50.72813,Boscombe Bus Station,Bay A,NW,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20314,411549,92087,-1.83774,50.72828,Boscombe Bus Station,,SE,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20315,411419,92088,-1.83958,50.72829,Sovereign Centre,,W,Centenery Way,Rear of Sovereign Centre,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20316,411475,92182,-1.83879,50.72913,Centenary Way,,SE,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20317,411363,92308,-1.84037,50.73027,Portman Hotel,,NW,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20320,411420,92254,-1.83956,50.72978,Portman Hotel,,SE,Ashley Road,,E0035366,Boscombe (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20348,409887,92872,-1.86127,50.73537,St Leonards Road,,W,Capstone Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20349,409840,92904,-1.86193,50.73566,St Leonards Road,,E,Capstone Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20350,409662,92980,-1.86445,50.73634,Richmond Arms,,E,Capstone Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20351,409626,92981,-1.86496,50.73635,Richmond Arms,,NW,Capstone Road,,E0035367,Charminster (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20373,408236,91221,-1.8847,50.72055,The Triangle,Stand F,SE,The Triangle,,N0073122,West Cliff (Bournemouth),BCT,Bus/coach stop,small_red
1290BOB20374,408251,91212,-1.88449,50.72046,The Triangle,Stand E,SE,The Triangle,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20375,408268,91203,-1.88425,50.72038,The Triangle,Stand D,SE,The Triangle,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20376,408286,91191,-1.88399,50.72027,The Triangle,Stand C,NE,Avenue Lane,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20377,408301,91181,-1.88378,50.72018,The Triangle,Stand B,SE,Commercial Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20378,408287,91145,-1.88398,50.71986,The Triangle,Stand A,SW,Commercial Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20379,408220,91186,-1.88493,50.72023,The Triangle,Stand I,E,The Triangle,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20380,408241,91190,-1.88463,50.72027,The Triangle,Stand H,NW,The Triangle,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20381,408259,91194,-1.88438,50.7203,The Triangle,Stand G,E,The Triangle,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20382,408239,91174,-1.88466,50.72012,The Triangle,Stand K,W,The Triangle,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20383,408221,91169,-1.88491,50.72008,The Triangle,Stand J,W,The Triangle,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20384,408548,91070,-1.88028,50.71918,Exeter Road,Stand LL,N,Exeter Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20385,408622,91174,-1.87923,50.72012,Gervis Place,Stand M,W,Gervis Place,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20386,408639,91170,-1.87899,50.72008,Gervis Place,Stand N,W,Gervis Place,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20387,408652,91164,-1.87881,50.72003,Gervis Place,Stand O,W,Gervis Place,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20388,408680,91152,-1.87841,50.71992,Gervis Place,Stand P,SE,Gervis Place,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20389,408701,91143,-1.87812,50.71984,Gervis Place,Stand Q,E,Gervis Place,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20390,408723,91139,-1.8778,50.7198,Gervis Place,Stand R,E,Gervis Place,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20391,408744,91137,-1.87751,50.71978,Gervis Place,Stand S,E,Gervis Place,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20392,408871,91166,-1.87571,50.72004,St Peters Church,Stand AA,SE,Hinton Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20393,409068,91017,-1.87292,50.7187,Hinton Road Top,,SE,Hinton Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
1290BOB20394,408871,91026,-1.87571,50.71878,Westover Road,,NW,Westover Road,,E0057149,Bournemouth,BCT,Bus/coach stop,small_red
